DN,C,R,P,S,T
735538.0902777779,25.70427659839175,1017.5043545774093,2.3165466504658707,22.815894983233093,9.747545926801525
735538.09375,24.22534531531331,1016.2920520936523,2.329543760771448,21.28601404455945,9.90637168274644
735538.0972222222,24.783329493328377,1016.7322475258537,2.3395543679162607,21.845553855499627,9.870817970751832
735538.1006944445,15.556640500463583,1009.9696736203967,2.356532658284749,13.144585977511305,9.873291695563756
735538.1041666667,13.180136998652907,1008.279238226116,2.3755275023424054,10.973328022683436,9.901810505814264
735538.1076388889,12.603210715327124,1007.8754251421956,2.39253486193113,10.453876014585322,9.903893871224636
735538.1111111111,11.712481365169392,1007.273580514459,2.4105277974439745,9.671873419882761,9.850376491248664
735538.1145833334,11.084152017089528,1006.8393973839055,2.4315192787956867,9.11309829386369,9.849003867298633
735538.1180555556,10.944844906313081,1006.7325341060698,2.4555111668650884,8.980514316789693,9.885085683934552
735538.1215277779,9.71928119008508,1005.8914087114138,2.4795127223814366,7.899751980743575,9.891580204229253
735538.125,9.94789689535598,1006.050262914566,2.50550075762494,8.102414718770449,9.881433816490281
735538.1284722222,10.170895081667659,1006.2099807380235,2.5324991664568226,8.304144175700234,9.856281937393922
735538.1319444445,10.326983335906073,1006.3168599893569,2.5624913584028004,8.441363435256848,9.856997450716829
735538.1354166667,10.971423448095171,1006.7558264121028,2.596480815638768,9.007628071612514,9.87085660710961
735538.1388888889,11.154145892221585,1006.893482111148,2.6254983041683575,9.179179396697208,9.833215553757167
735538.1423611111,11.268286297707903,1006.9822094592569,2.6534951377767526,9.288741251046371,9.80170329608811
735538.1458333334,11.66730408951977,1007.2397701210338,2.6844872810163083,9.628405498643588,9.862104828929686
735538.1493055556,11.9313096789513,1007.4124568493689,2.7164861396992825,9.85498735108626,9.895196032651842
735538.1527777779,12.167371895248658,1007.5620386859623,2.748488213717692,10.053687177472382,9.939164228644435
735538.15625,12.439927817954041,1007.7440972882749,2.77749102545683,10.291014357658067,9.961625901522277
735538.1597222222,12.790412226676171,1007.9768444474022,2.8064928774090823,10.5953121693171,9.99489197122581
